_id,Quarter,HB,HBQF,HBT,CancerType,CancerTypeQF,NumberOfEligibleReferrals62DayStandard,NumberOfEligibleReferrals62DayStandardQF,NumberOfEligibleReferralsTreatedWithin62Days,NumberOfEligibleReferralsTreatedWithin62DaysQF
3132,2014Q1,S08000031,"",S08000031,Cervical,"",368,"",369,""
3133,2014Q1,S08000031,"",S08000031,Colorectal,"",412,"",389,""
3134,2014Q1,S08000031,"",S08000031,Head & Neck,"",233,"",211,""
3135,2014Q1,S08000031,"",S08000031,Lung,"",37,"",23,""
3136,2014Q1,S08000031,"",S08000031,Lymphoma,"",198,"",187,""
3137,2014Q1,S08000031,"",S08000031,Melanoma,"",135,"",132,""
3138,2014Q1,S08000031,"",S08000031,Ovarian,"",252,"",240,""
3139,2014Q1,S08000031,"",S08000031,Upper GI,"",347,"",302,""
3140,2014Q1,S08000031,"",S08000031,Urological,"",21,"",392,""
3141,2014Q1,S08000031,"",S08000031,All Cancer Types,d,344,"",313,""
3142,2014Q1,S08000031,"",S08000032,Breast,"",2,"",388,""
3143,2014Q1,S08000031,"",S08000032,All Cancer Types,d,2,"",388,""
3144,2014Q1,S08000031,"",SB0801,Colorectal,"",1,"",2,""
3145,2014Q1,S08000031,"",SB0801,Lung,"",17,"",388,""
3146,2014Q1,S08000031,"",SB0801,All Cancer Types,d,29,"",3,""
3147,2014Q1,S08000032,"",S08000031,Cervical,"",113,"",109,""
3148,2014Q1,S08000032,"",S08000031,Head & Neck,"",252,"",240,""
3149,2014Q1,S08000032,"",S08000031,Lung,"",102,"",78,""
3150,2014Q1,S08000032,"",S08000031,Melanoma,"",203,"",203,""
3151,2014Q1,S08000032,"",S08000031,Ovarian,"",203,"",203,""
3152,2014Q1,S08000032,"",S08000031,Upper GI,"",316,"",306,""
3153,2014Q1,S08000032,"",S08000031,Urological,"",203,"",203,""
3154,2014Q1,S08000032,"",S08000031,All Cancer Types,d,253,"",234,""
3155,2014Q1,S08000032,"",S08000032,Breast,"",287,"",280,""
3156,2014Q1,S08000032,"",S08000032,Cervical,"",113,"",109,""
3157,2014Q1,S08000032,"",S08000032,Colorectal,"",269,"",254,""
3158,2014Q1,S08000032,"",S08000032,Head & Neck,"",340,"",331,""
3159,2014Q1,S08000032,"",S08000032,Lung,"",236,"",231,""
3160,2014Q1,S08000032,"",S08000032,Lymphoma,"",340,"",331,""
3161,2014Q1,S08000032,"",S08000032,Melanoma,"",70,"",67,""
3162,2014Q1,S08000032,"",S08000032,Ovarian,"",1,"",2,""
3163,2014Q1,S08000032,"",S08000032,Upper GI,"",91,"",88,""
3164,2014Q1,S08000032,"",S08000032,Urological,"",223,"",187,""
3165,2014Q1,S08000032,"",S08000032,All Cancer Types,d,131,"",120,""
3166,2014Q1,S08000032,"",SB0801,Lung,"",396,"",369,""
3167,2014Q1,S08000032,"",SB0801,All Cancer Types,d,396,"",369,""
3168,2014Q1,S92000003,d,S08000015,Breast,"",334,"",322,""
3169,2014Q1,S92000003,d,S08000015,Cervical,"",203,"",203,""
3170,2014Q1,S92000003,d,S08000015,Colorectal,"",223,"",222,""
3171,2014Q1,S92000003,d,S08000015,Head & Neck,"",340,"",331,""
3172,2014Q1,S92000003,d,S08000015,Lung,"",269,"",258,""
3173,2014Q1,S92000003,d,S08000015,Lymphoma,"",252,"",240,""
3174,2014Q1,S92000003,d,S08000015,Melanoma,"",284,"",279,""
3175,2014Q1,S92000003,d,S08000015,Ovarian,"",1,"",2,""
3176,2014Q1,S92000003,d,S08000015,Upper GI,"",114,"",99,""
3177,2014Q1,S92000003,d,S08000015,Urological,"",175,"",153,""
3178,2014Q1,S92000003,d,S08000015,All Cancer Types,d,126,"",119,""
3179,2014Q1,S92000003,d,S08000016,Breast,"",252,"",240,""
3180,2014Q1,S92000003,d,S08000016,Colorectal,"",17,"",14,""
3181,2014Q1,S92000003,d,S08000016,Lung,"",316,"",306,""
3182,2014Q1,S92000003,d,S08000016,Lymphoma,"",203,"",203,""
3183,2014Q1,S92000003,d,S08000016,Melanoma,"",203,"",203,""
3184,2014Q1,S92000003,d,S08000016,Ovarian,"",252,"",240,""
3185,2014Q1,S92000003,d,S08000016,Upper GI,"",252,"",240,""
3186,2014Q1,S92000003,d,S08000016,Urological,"",368,"",331,""
3187,2014Q1,S92000003,d,S08000016,All Cancer Types,d,263,"",246,""
3188,2014Q1,S92000003,d,S08000017,Breast,"",39,"",34,""
3189,2014Q1,S92000003,d,S08000017,Cervical,"",1,"",2,""
3190,2014Q1,S92000003,d,S08000017,Colorectal,"",2,"",3,""
3191,2014Q1,S92000003,d,S08000017,Lung,"",203,"",203,""
3192,2014Q1,S92000003,d,S08000017,Lymphoma,"",252,"",240,""
3193,2014Q1,S92000003,d,S08000017,Melanoma,"",252,"",240,""
3194,2014Q1,S92000003,d,S08000017,Upper GI,"",48,"",45,""
3195,2014Q1,S92000003,d,S08000017,Urological,"",48,"",45,""
3196,2014Q1,S92000003,d,S08000017,All Cancer Types,d,326,"",311,""
3197,2014Q1,S92000003,d,S08000019,Breast,"",257,"",243,""
3198,2014Q1,S92000003,d,S08000019,Cervical,"",1,"",2,""
3199,2014Q1,S92000003,d,S08000019,Colorectal,"",166,"",110,""
3200,2014Q1,S92000003,d,S08000019,Head & Neck,"",203,"",203,""
3201,2014Q1,S92000003,d,S08000019,Lung,"",114,"",110,""
3202,2014Q1,S92000003,d,S08000019,Lymphoma,"",203,"",203,""
3203,2014Q1,S92000003,d,S08000019,Melanoma,"",252,"",203,""
3204,2014Q1,S92000003,d,S08000019,Ovarian,"",1,"",1,""
3205,2014Q1,S92000003,d,S08000019,Upper GI,"",2,"",3,""
3206,2014Q1,S92000003,d,S08000019,Urological,"",233,"",187,""
3207,2014Q1,S92000003,d,S08000019,All Cancer Types,d,52,"",33,""
3208,2014Q1,S92000003,d,S08000020,Breast,"",369,"",359,""
3209,2014Q1,S92000003,d,S08000020,Cervical,"",316,"",306,""
3210,2014Q1,S92000003,d,S08000020,Colorectal,"",261,"",217,""
3211,2014Q1,S92000003,d,S08000020,Head & Neck,"",368,"",240,""
3212,2014Q1,S92000003,d,S08000020,Lung,"",335,"",312,""
3213,2014Q1,S92000003,d,S08000020,Lymphoma,"",368,"",369,""
3214,2014Q1,S92000003,d,S08000020,Melanoma,"",48,"",3,""
3215,2014Q1,S92000003,d,S08000020,Ovarian,"",252,"",203,""
3216,2014Q1,S92000003,d,S08000020,Upper GI,"",275,"",254,""
3217,2014Q1,S92000003,d,S08000020,Urological,"",223,"",78,""
3218,2014Q1,S92000003,d,S08000020,All Cancer Types,d,212,"",175,""
3219,2014Q1,S92000003,d,S08000022,Breast,"",317,"",297,""
3220,2014Q1,S92000003,d,S08000022,Cervical,"",252,"",203,""
3221,2014Q1,S92000003,d,S08000022,Colorectal,"",156,"",110,""
3222,2014Q1,S92000003,d,S08000022,Head & Neck,"",252,"",240,""
3223,2014Q1,S92000003,d,S08000022,Lung,"",233,"",226,""
3224,2014Q1,S92000003,d,S08000022,Lymphoma,"",284,"",279,""
3225,2014Q1,S92000003,d,S08000022,Melanoma,"",48,"",45,""
3226,2014Q1,S92000003,d,S08000022,Ovarian,"",113,"",2,""
3227,2014Q1,S92000003,d,S08000022,Upper GI,"",48,"",14,""
3228,2014Q1,S92000003,d,S08000022,Urological,"",91,"",34,""
3229,2014Q1,S92000003,d,S08000022,All Cancer Types,d,92,"",69,""
3230,2014Q1,S92000003,d,S08000024,Breast,"",57,"",54,""
3231,2014Q1,S92000003,d,S08000024,Cervical,"",91,"",78,""
3232,2014Q1,S92000003,d,S08000024,Colorectal,"",375,"",354,""
3233,2014Q1,S92000003,d,S08000024,Head & Neck,"",81,"",56,""
3234,2014Q1,S92000003,d,S08000024,Lung,"",414,"",332,""
3235,2014Q1,S92000003,d,S08000024,Lymphoma,"",70,"",56,""
3236,2014Q1,S92000003,d,S08000024,Melanoma,"",2,"",3,""
3237,2014Q1,S92000003,d,S08000024,Ovarian,"",316,"",279,""
3238,2014Q1,S92000003,d,S08000024,Upper GI,"",263,"",246,""
3239,2014Q1,S92000003,d,S08000024,Urological,"",363,"",337,""
3240,2014Q1,S92000003,d,S08000024,All Cancer Types,d,290,"",268,""
3241,2014Q1,S92000003,d,S08000025,Colorectal,"",1,"",2,""
3242,2014Q1,S92000003,d,S08000025,All Cancer Types,d,1,"",2,""
3243,2014Q1,S92000003,d,S08000026,Colorectal,"",203,"",203,""
3244,2014Q1,S92000003,d,S08000026,Lung,"",1,"",2,""
3245,2014Q1,S92000003,d,S08000026,Ovarian,"",1,"",2,""
3246,2014Q1,S92000003,d,S08000026,Upper GI,"",1,"",2,""
3247,2014Q1,S92000003,d,S08000026,Urological,"",252,"",240,""
3248,2014Q1,S92000003,d,S08000026,All Cancer Types,d,2,"",3,""
3249,2014Q1,S92000003,d,S08000028,Lung,"",203,"",203,""
3250,2014Q1,S92000003,d,S08000028,Melanoma,"",1,"",2,""
3251,2014Q1,S92000003,d,S08000028,Urological,"",1,"",2,""
3252,2014Q1,S92000003,d,S08000028,All Cancer Types,d,284,"",279,""
3253,2014Q1,S92000003,d,S08000029,Breast,"",135,"",132,""
3254,2014Q1,S92000003,d,S08000029,Cervical,"",203,"",203,""
3255,2014Q1,S92000003,d,S08000029,Colorectal,"",211,"",204,""
3256,2014Q1,S92000003,d,S08000029,Head & Neck,"",1,"",2,""
3257,2014Q1,S92000003,d,S08000029,Lung,"",175,"",153,""
3258,2014Q1,S92000003,d,S08000029,Lymphoma,"",316,"",306,""
3259,2014Q1,S92000003,d,S08000029,Melanoma,"",1,"",2,""
3260,2014Q1,S92000003,d,S08000029,Ovarian,"",203,"",203,""
3261,2014Q1,S92000003,d,S08000029,Upper GI,"",124,"",110,""
3262,2014Q1,S92000003,d,S08000029,Urological,"",240,"",226,""
3263,2014Q1,S92000003,d,S08000029,All Cancer Types,d,61,"",50,""
3264,2014Q1,S92000003,d,S08000030,Breast,"",310,"",293,""
3265,2014Q1,S92000003,d,S08000030,Cervical,"",252,"",240,""
3266,2014Q1,S92000003,d,S08000030,Colorectal,"",198,"",161,""
3267,2014Q1,S92000003,d,S08000030,Head & Neck,"",316,"",279,""
3268,2014Q1,S92000003,d,S08000030,Lung,"",243,"",229,""
3269,2014Q1,S92000003,d,S08000030,Melanoma,"",396,"",369,""
3270,2014Q1,S92000003,d,S08000030,Ovarian,"",113,"",109,""
3271,2014Q1,S92000003,d,S08000030,Upper GI,"",219,"",211,""
3272,2014Q1,S92000003,d,S08000030,Urological,"",233,"",204,""
3273,2014Q1,S92000003,d,S08000030,All Cancer Types,d,128,"",104,""
3274,2014Q1,S92000003,d,S08000031,Breast,"",117,"",103,""
3275,2014Q1,S92000003,d,S08000031,Cervical,"",17,"",14,""
3276,2014Q1,S92000003,d,S08000031,Colorectal,"",15,"",396,""
3277,2014Q1,S92000003,d,S08000031,Head & Neck,"",278,"",250,""
3278,2014Q1,S92000003,d,S08000031,Lung,"",83,"",64,""
3279,2014Q1,S92000003,d,S08000031,Lymphoma,"",204,"",195,""
3280,2014Q1,S92000003,d,S08000031,Melanoma,"",175,"",170,""
3281,2014Q1,S92000003,d,S08000031,Ovarian,"",102,"",88,""
3282,2014Q1,S92000003,d,S08000031,Upper GI,"",379,"",328,""
3283,2014Q1,S92000003,d,S08000031,Urological,"",34,"",5,""
3284,2014Q1,S92000003,d,S08000031,All Cancer Types,d,376,"",350,""
3285,2014Q1,S92000003,d,S08000032,Breast,"",320,"",305,""
3286,2014Q1,S92000003,d,S08000032,Cervical,"",113,"",109,""
3287,2014Q1,S92000003,d,S08000032,Colorectal,"",269,"",254,""
3288,2014Q1,S92000003,d,S08000032,Head & Neck,"",340,"",331,""
3289,2014Q1,S92000003,d,S08000032,Lung,"",236,"",231,""
3290,2014Q1,S92000003,d,S08000032,Lymphoma,"",340,"",331,""
3291,2014Q1,S92000003,d,S08000032,Melanoma,"",70,"",67,""
3292,2014Q1,S92000003,d,S08000032,Ovarian,"",1,"",2,""
3293,2014Q1,S92000003,d,S08000032,Upper GI,"",91,"",88,""
3294,2014Q1,S92000003,d,S08000032,Urological,"",223,"",187,""
3295,2014Q1,S92000003,d,S08000032,All Cancer Types,d,141,"",130,""
3296,2014Q1,S92000003,d,SB0801,Colorectal,"",1,"",2,""
3297,2014Q1,S92000003,d,SB0801,Lung,"",211,"",170,""
3298,2014Q1,S92000003,d,SB0801,All Cancer Types,d,219,"",180,""
3299,2014Q2,S08000015,"",S08000015,Breast,"",348,"",341,""
3300,2014Q2,S08000015,"",S08000015,Cervical,"",1,"",2,""
3301,2014Q2,S08000015,"",S08000015,Colorectal,"",243,"",229,""
3302,2014Q2,S08000015,"",S08000015,Head & Neck,"",316,"",240,""
3303,2014Q2,S08000015,"",S08000015,Lung,"",240,"",231,""
3304,2014Q2,S08000015,"",S08000015,Lymphoma,"",368,"",306,""
3305,2014Q2,S08000015,"",S08000015,Melanoma,"",396,"",388,""
3306,2014Q2,S08000015,"",S08000015,Ovarian,"",1,"",2,""
3307,2014Q2,S08000015,"",S08000015,Upper GI,"",135,"",110,""
3308,2014Q2,S08000015,"",S08000015,Urological,"",219,"",217,""
3309,2014Q2,S08000015,"",S08000015,All Cancer Types,d,142,"",129,""
3310,2014Q2,S08000015,"",S08000017,Breast,"",252,"",240,""
3311,2014Q2,S08000015,"",S08000017,All Cancer Types,d,252,"",240,""
3312,2014Q2,S08000015,"",S08000024,Breast,"",1,"",2,""
3313,2014Q2,S08000015,"",S08000024,All Cancer Types,d,1,"",2,""
3314,2014Q2,S08000015,"",S08000031,Breast,"",113,"",2,""
3315,2014Q2,S08000015,"",S08000031,Cervical,"",113,"",109,""
3316,2014Q2,S08000015,"",S08000031,Colorectal,"",316,"",109,""
3317,2014Q2,S08000015,"",S08000031,Head & Neck,"",284,"",279,""
3318,2014Q2,S08000015,"",S08000031,Lung,"",114,"",99,""
3319,2014Q2,S08000015,"",S08000031,Melanoma,"",1,"",2,""
3320,2014Q2,S08000015,"",S08000031,Ovarian,"",252,"",203,""
3321,2014Q2,S08000015,"",S08000031,Upper GI,"",284,"",279,""
3322,2014Q2,S08000015,"",S08000031,Urological,"",1,"",1,""
3323,2014Q2,S08000015,"",S08000031,All Cancer Types,d,271,"",234,""
3324,2014Q2,S08000015,"",SB0801,Lung,"",252,"",203,""
3325,2014Q2,S08000015,"",SB0801,All Cancer Types,d,252,"",203,""
3326,2014Q2,S08000016,"",S08000016,Breast,"",368,"",369,""
3327,2014Q2,S08000016,"",S08000016,Cervical,"",1,"",2,""
3328,2014Q2,S08000016,"",S08000016,Colorectal,"",59,"",56,""
3329,2014Q2,S08000016,"",S08000016,Lung,"",39,"",34,""
3330,2014Q2,S08000016,"",S08000016,Lymphoma,"",316,"",306,""
3331,2014Q2,S08000016,"",S08000016,Melanoma,"",252,"",240,""
3332,2014Q2,S08000016,"",S08000016,Ovarian,"",284,"",279,""
3333,2014Q2,S08000016,"",S08000016,Upper GI,"",316,"",306,""
3334,2014Q2,S08000016,"",S08000016,Urological,"",29,"",24,""
3335,2014Q2,S08000016,"",S08000016,All Cancer Types,d,341,"",332,""
3336,2014Q2,S08000016,"",S08000024,Head & Neck,"",113,"",109,""
3337,2014Q2,S08000016,"",S08000024,Lung,"",113,"",109,""
3338,2014Q2,S08000016,"",S08000024,Upper GI,"",113,"",109,""
3339,2014Q2,S08000016,"",S08000024,Urological,"",203,"",109,""
3340,2014Q2,S08000016,"",S08000024,All Cancer Types,d,396,"",369,""
3341,2014Q2,S08000017,"",S08000017,Breast,"",81,"",78,""
3342,2014Q2,S08000017,"",S08000017,Colorectal,"",135,"",121,""
3343,2014Q2,S08000017,"",S08000017,Lung,"",48,"",45,""
3344,2014Q2,S08000017,"",S08000017,Lymphoma,"",203,"",203,""
3345,2014Q2,S08000017,"",S08000017,Melanoma,"",284,"",279,""
3346,2014Q2,S08000017,"",S08000017,Ovarian,"",284,"",279,""
3347,2014Q2,S08000017,"",S08000017,Upper GI,"",17,"",14,""
3348,2014Q2,S08000017,"",S08000017,Urological,"",91,"",88,""
3349,2014Q2,S08000017,"",S08000017,All Cancer Types,d,407,"",393,""
3350,2014Q2,S08000017,"",S08000024,Cervical,"",113,"",109,""
3351,2014Q2,S08000017,"",S08000024,Head & Neck,"",113,"",109,""
3352,2014Q2,S08000017,"",S08000024,Lung,"",203,"",109,""
3353,2014Q2,S08000017,"",S08000024,Melanoma,"",1,"",2,""
3354,2014Q2,S08000017,"",S08000024,Ovarian,"",1,"",1,""
3355,2014Q2,S08000017,"",S08000024,Upper GI,"",113,"",109,""
3356,2014Q2,S08000017,"",S08000024,Urological,"",316,"",203,""
3357,2014Q2,S08000017,"",S08000024,All Cancer Types,d,81,"",24,""
3358,2014Q2,S08000017,"",S08000031,Head & Neck,"",1,"",2,""
3359,2014Q2,S08000017,"",S08000031,Lymphoma,"",1,"",2,""
3360,2014Q2,S08000017,"",S08000031,All Cancer Types,d,113,"",109,""
3361,2014Q2,S08000017,"",SB0801,Lung,"",113,"",109,""
3362,2014Q2,S08000017,"",SB0801,All Cancer Types,d,113,"",109,""
3363,2014Q2,S08000019,"",S08000019,Breast,"",233,"",229,""
3364,2014Q2,S08000019,"",S08000019,Cervical,"",113,"",109,""
3365,2014Q2,S08000019,"",S08000019,Colorectal,"",91,"",88,""
3366,2014Q2,S08000019,"",S08000019,Head & Neck,"",1,"",2,""
3367,2014Q2,S08000019,"",S08000019,Lung,"",211,"",211,""
3368,2014Q2,S08000019,"",S08000019,Lymphoma,"",396,"",388,""
3369,2014Q2,S08000019,"",S08000019,Melanoma,"",284,"",279,""
3370,2014Q2,S08000019,"",S08000019,Ovarian,"",1,"",2,""
3371,2014Q2,S08000019,"",S08000019,Upper GI,"",81,"",67,""
3372,2014Q2,S08000019,"",S08000019,Urological,"",219,"",204,""
3373,2014Q2,S08000019,"",S08000019,All Cancer Types,d,61,"",54,""
3374,2014Q2,S08000019,"",S08000024,Upper GI,"",1,"",2,""
3375,2014Q2,S08000019,"",S08000024,All Cancer Types,d,1,"",2,""
3376,2014Q2,S08000019,"",S08000031,Breast,"",113,"",109,""
3377,2014Q2,S08000019,"",S08000031,Colorectal,"",113,"",109,""
3378,2014Q2,S08000019,"",S08000031,Head & Neck,"",252,"",2,""
3379,2014Q2,S08000019,"",S08000031,Lung,"",368,"",331,""
3380,2014Q2,S08000019,"",S08000031,Ovarian,"",1,"",2,""
3381,2014Q2,S08000019,"",S08000031,Upper GI,"",284,"",203,""
3382,2014Q2,S08000019,"",S08000031,Urological,"",1,"",2,""
3383,2014Q2,S08000019,"",S08000031,All Cancer Types,d,145,"",78,""
3384,2014Q2,S08000019,"",SB0801,Lung,"",316,"",306,""
3385,2014Q2,S08000019,"",SB0801,All Cancer Types,d,316,"",306,""
3386,2014Q2,S08000020,"",S08000020,Breast,"",383,"",375,""
3387,2014Q2,S08000020,"",S08000020,Cervical,"",340,"",331,""
3388,2014Q2,S08000020,"",S08000020,Colorectal,"",269,"",229,""
3389,2014Q2,S08000020,"",S08000020,Head & Neck,"",316,"",306,""
3390,2014Q2,S08000020,"",S08000020,Lung,"",327,"",302,""
3391,2014Q2,S08000020,"",S08000020,Lymphoma,"",59,"",14,""
3392,2014Q2,S08000020,"",S08000020,Melanoma,"",29,"",14,""
3393,2014Q2,S08000020,"",S08000020,Ovarian,"",396,"",388,""
3394,2014Q2,S08000020,"",S08000020,Upper GI,"",228,"",217,""
3395,2014Q2,S08000020,"",S08000020,Urological,"",228,"",195,""
3396,2014Q2,S08000020,"",S08000020,All Cancer Types,d,213,"",188,""
3397,2014Q2,S08000020,"",S08000022,Lymphoma,"",1,"",1,""
3398,2014Q2,S08000020,"",S08000022,All Cancer Types,d,1,"",1,""
3399,2014Q2,S08000022,"",S08000020,Lung,"",113,"",109,""
3400,2014Q2,S08000022,"",S08000020,Melanoma,"",1,"",2,""
3401,2014Q2,S08000022,"",S08000020,All Cancer Types,d,203,"",203,""
3402,2014Q2,S08000022,"",S08000022,Breast,"",261,"",243,""
3403,2014Q2,S08000022,"",S08000022,Cervical,"",203,"",109,""
3404,2014Q2,S08000022,"",S08000022,Colorectal,"",135,"",132,""
3405,2014Q2,S08000022,"",S08000022,Head & Neck,"",316,"",279,""
3406,2014Q2,S08000022,"",S08000022,Lung,"",185,"",161,""
3407,2014Q2,S08000022,"",S08000022,Lymphoma,"",2,"",3,""
3408,2014Q2,S08000022,"",S08000022,Melanoma,"",2,"",3,""
3409,2014Q2,S08000022,"",S08000022,Ovarian,"",284,"",203,""
3410,2014Q2,S08000022,"",S08000022,Upper GI,"",114,"",110,""
3411,2014Q2,S08000022,"",S08000022,Urological,"",175,"",110,""
3412,2014Q2,S08000022,"",S08000022,All Cancer Types,d,83,"",65,""
3413,2014Q2,S08000022,"",S08000024,Upper GI,"",1,"",2,""
3414,2014Q2,S08000022,"",S08000024,All Cancer Types,d,1,"",2,""
3415,2014Q2,S08000022,"",S08000028,Urological,"",1,"",1,""
3416,2014Q2,S08000022,"",S08000028,All Cancer Types,d,1,"",1,""
3417,2014Q2,S08000022,"",S08000031,Lung,"",1,"",2,""
3418,2014Q2,S08000022,"",S08000031,Upper GI,"",1,"",2,""
3419,2014Q2,S08000022,"",S08000031,All Cancer Types,d,113,"",109,""
3420,2014Q2,S08000022,"",SB0801,Lung,"",1,"",1,""
3421,2014Q2,S08000022,"",SB0801,All Cancer Types,d,1,"",1,""
3422,2014Q2,S08000024,"",S08000024,Breast,"",95,"",92,""
3423,2014Q2,S08000024,"",S08000024,Cervical,"",39,"",24,""
3424,2014Q2,S08000024,"",S08000024,Colorectal,"",363,"",332,""
3425,2014Q2,S08000024,"",S08000024,Head & Neck,"",114,"",99,""
3426,2014Q2,S08000024,"",S08000024,Lung,"",327,"",290,""
3427,2014Q2,S08000024,"",S08000024,Lymphoma,"",59,"",56,""
3428,2014Q2,S08000024,"",S08000024,Melanoma,"",29,"",24,""
3429,2014Q2,S08000024,"",S08000024,Ovarian,"",284,"",279,""
3430,2014Q2,S08000024,"",S08000024,Upper GI,"",219,"",217,""
3431,2014Q2,S08000024,"",S08000024,Urological,"",306,"",295,""
3432,2014Q2,S08000024,"",S08000024,All Cancer Types,d,277,"",262,""
3433,2014Q2,S08000024,"",S08000030,Breast,"",1,"",2,""
3434,2014Q2,S08000024,"",S08000030,All Cancer Types,d,1,"",2,""
3435,2014Q2,S08000025,"",S08000025,Colorectal,"",1,"",2,""
3436,2014Q2,S08000025,"",S08000025,All Cancer Types,d,1,"",2,""
3437,2014Q2,S08000026,"",S08000020,Cervical,"",1,"",2,""
3438,2014Q2,S08000026,"",S08000020,Lymphoma,"",113,"",109,""
3439,2014Q2,S08000026,"",S08000020,Urological,"",1,"",2,""
3440,2014Q2,S08000026,"",S08000020,All Cancer Types,d,252,"",240,""
3441,2014Q2,S08000026,"",S08000026,Breast,"",203,"",203,""
3442,2014Q2,S08000026,"",S08000026,Colorectal,"",113,"",109,""
3443,2014Q2,S08000026,"",S08000026,Urological,"",203,"",109,""
3444,2014Q2,S08000026,"",S08000026,All Cancer Types,d,368,"",331,""
3445,2014Q2,S08000028,"",S08000022,Colorectal,"",113,"",109,""
3446,2014Q2,S08000028,"",S08000022,Head & Neck,"",1,"",2,""
3447,2014Q2,S08000028,"",S08000022,Lung,"",203,"",203,""
3448,2014Q2,S08000028,"",S08000022,Upper GI,"",113,"",2,""
3449,2014Q2,S08000028,"",S08000022,All Cancer Types,d,368,"",331,""
3450,2014Q2,S08000028,"",S08000028,Colorectal,"",1,"",2,""
3451,2014Q2,S08000028,"",S08000028,Melanoma,"",1,"",2,""
3452,2014Q2,S08000028,"",S08000028,All Cancer Types,d,113,"",109,""
3453,2014Q2,S08000028,"",S08000031,Head & Neck,"",1,"",2,""
3454,2014Q2,S08000028,"",S08000031,All Cancer Types,d,1,"",2,""
3455,2014Q2,S08000029,"",S08000024,Cervical,"",113,"",109,""
3456,2014Q2,S08000029,"",S08000024,Colorectal,"",113,"",109,""
3457,2014Q2,S08000029,"",S08000024,Head & Neck,"",113,"",2,""
3458,2014Q2,S08000029,"",S08000024,Lung,"",166,"",78,""
3459,2014Q2,S08000029,"",S08000024,Ovarian,"",203,"",203,""
3460,2014Q2,S08000029,"",S08000024,Upper GI,"",203,"",203,""
3461,2014Q2,S08000029,"",S08000024,All Cancer Types,d,240,"",187,""
3462,2014Q2,S08000029,"",S08000029,Breast,"",166,"",161,""
3463,2014Q2,S08000029,"",S08000029,Cervical,"",1,"",2,""
3464,2014Q2,S08000029,"",S08000029,Colorectal,"",185,"",180,""
3465,2014Q2,S08000029,"",S08000029,Head & Neck,"",203,"",203,""
3466,2014Q2,S08000029,"",S08000029,Lung,"",240,"",231,""
3467,2014Q2,S08000029,"",S08000029,Lymphoma,"",284,"",279,""
3468,2014Q2,S08000029,"",S08000029,Melanoma,"",203,"",203,""
3469,2014Q2,S08000029,"",S08000029,Ovarian,"",284,"",279,""
3470,2014Q2,S08000029,"",S08000029,Upper GI,"",70,"",67,""
3471,2014Q2,S08000029,"",S08000029,Urological,"",145,"",78,""
3472,2014Q2,S08000029,"",S08000029,All Cancer Types,d,54,"",43,""
3473,2014Q2,S08000029,"",S08000030,Lung,"",1,"",2,""
3474,2014Q2,S08000029,"",S08000030,Melanoma,"",1,"",1,""
3475,2014Q2,S08000029,"",S08000030,All Cancer Types,d,113,"",2,""
3476,2014Q2,S08000030,"",S08000020,Lung,"",1,"",2,""
3477,2014Q2,S08000030,"",S08000020,All Cancer Types,d,1,"",2,""
3478,2014Q2,S08000030,"",S08000024,Lung,"",316,"",109,""
3479,2014Q2,S08000030,"",S08000024,All Cancer Types,d,316,"",109,""
3480,2014Q2,S08000030,"",S08000030,Breast,"",294,"",287,""
3481,2014Q2,S08000030,"",S08000030,Cervical,"",368,"",331,""
3482,2014Q2,S08000030,"",S08000030,Colorectal,"",265,"",243,""
3483,2014Q2,S08000030,"",S08000030,Head & Neck,"",340,"",306,""
3484,2014Q2,S08000030,"",S08000030,Lung,"",287,"",276,""
3485,2014Q2,S08000030,"",S08000030,Melanoma,"",284,"",279,""
3486,2014Q2,S08000030,"",S08000030,Upper GI,"",175,"",170,""
3487,2014Q2,S08000030,"",S08000030,Urological,"",228,"",211,""
3488,2014Q2,S08000030,"",S08000030,All Cancer Types,d,143,"",129,""
3489,2014Q2,S08000031,"",S08000019,Breast,"",316,"",306,""
3490,2014Q2,S08000031,"",S08000019,All Cancer Types,d,316,"",306,""
3491,2014Q2,S08000031,"",S08000022,Breast,"",1,"",2,""
3492,2014Q2,S08000031,"",S08000022,Cervical,"",1,"",1,""
3493,2014Q2,S08000031,"",S08000022,Colorectal,"",1,"",2,""
3494,2014Q2,S08000031,"",S08000022,Lung,"",113,"",109,""
3495,2014Q2,S08000031,"",S08000022,All Cancer Types,d,284,"",240,""
3496,2014Q2,S08000031,"",S08000024,Upper GI,"",113,"",109,""
3497,2014Q2,S08000031,"",S08000024,All Cancer Types,d,113,"",109,""
3498,2014Q2,S08000031,"",S08000031,Breast,"",141,"",126,""
3499,2014Q2,S08000031,"",S08000031,Cervical,"",368,"",369,""
3500,2014Q2,S08000031,"",S08000031,Colorectal,"",7,"",396,""
