_id,Quarter,HB,HBT,HBTQF,CancerType,CancerTypeQF,NumberOfEligibleReferrals31DayStandard,NumberOfEligibleReferrals31DayStandardQF,NumberOfEligibleReferralsTreatedWithin31Days,NumberOfEligibleReferralsTreatedWithin31DaysQF
1750,2013Q1,S08000019,S08000019,"",Urological,"",405,"",399,""
1751,2013Q1,S08000019,S08000019,"",All Cancer Types,d,174,"",170,""
1752,2013Q1,S08000019,S08000024,"",Breast,"",1,"",2,""
1753,2013Q1,S08000019,S08000024,"",Upper GI,"",1,"",2,""
1754,2013Q1,S08000019,S08000024,"",All Cancer Types,d,157,"",158,""
1755,2013Q1,S08000019,S08000031,"",Breast,"",1,"",2,""
1756,2013Q1,S08000019,S08000031,"",Cervical,"",157,"",158,""
1757,2013Q1,S08000019,S08000031,"",Colorectal,"",423,"",353,""
1758,2013Q1,S08000019,S08000031,"",Head & Neck,"",511,"",479,""
1759,2013Q1,S08000019,S08000031,"",Lung,"",2,"",562,""
1760,2013Q1,S08000019,S08000031,"",Melanoma,"",1,"",2,""
1761,2013Q1,S08000019,S08000031,"",Ovarian,"",157,"",158,""
1762,2013Q1,S08000019,S08000031,"",Upper GI,"",423,"",424,""
1763,2013Q1,S08000019,S08000031,"",Urological,"",1,"",2,""
1764,2013Q1,S08000019,S08000031,"",All Cancer Types,d,300,"",277,""
1765,2013Q1,S08000019,S08000032,"",Head & Neck,"",1,"",2,""
1766,2013Q1,S08000019,S08000032,"",All Cancer Types,d,1,"",2,""
1767,2013Q1,S08000019,S92000003,d,Breast,"",337,"",323,""
1768,2013Q1,S08000019,S92000003,d,Cervical,"",157,"",158,""
1769,2013Q1,S08000019,S92000003,d,Colorectal,"",474,"",459,""
1770,2013Q1,S08000019,S92000003,d,Head & Neck,"",2,"",562,""
1771,2013Q1,S08000019,S92000003,d,Lung,"",381,"",369,""
1772,2013Q1,S08000019,S92000003,d,Lymphoma,"",572,"",562,""
1773,2013Q1,S08000019,S92000003,d,Melanoma,"",24,"",25,""
1774,2013Q1,S08000019,S92000003,d,Ovarian,"",260,"",265,""
1775,2013Q1,S08000019,S92000003,d,Upper GI,"",300,"",307,""
1776,2013Q1,S08000019,S92000003,d,Urological,"",415,"",408,""
1777,2013Q1,S08000019,S92000003,d,All Cancer Types,d,217,"",212,""
1778,2013Q1,S08000019,SB0801,"",Lung,"",483,"",479,""
1779,2013Q1,S08000019,SB0801,"",All Cancer Types,d,483,"",479,""
1780,2013Q1,S08000020,S08000020,"",Breast,"",5,"",6,""
1781,2013Q1,S08000020,S08000020,"",Cervical,"",483,"",479,""
1782,2013Q1,S08000020,S08000020,"",Colorectal,"",507,"",495,""
1783,2013Q1,S08000020,S08000020,"",Head & Neck,"",148,"",129,""
1784,2013Q1,S08000020,S08000020,"",Lung,"",550,"",534,""
1785,2013Q1,S08000020,S08000020,"",Lymphoma,"",198,"",199,""
1786,2013Q1,S08000020,S08000020,"",Melanoma,"",177,"",179,""
1787,2013Q1,S08000020,S08000020,"",Ovarian,"",572,"",562,""
1788,2013Q1,S08000020,S08000020,"",Upper GI,"",405,"",408,""
1789,2013Q1,S08000020,S08000020,"",Urological,"",8,"",4,""
1790,2013Q1,S08000020,S08000020,"",All Cancer Types,d,411,"",403,""
1791,2013Q1,S08000020,S08000022,"",Head & Neck,"",1,"",2,""
1792,2013Q1,S08000020,S08000022,"",All Cancer Types,d,1,"",2,""
1793,2013Q1,S08000020,S08000030,"",Breast,"",1,"",2,""
1794,2013Q1,S08000020,S08000030,"",All Cancer Types,d,1,"",2,""
1795,2013Q1,S08000020,S08000031,"",Colorectal,"",1,"",2,""
1796,2013Q1,S08000020,S08000031,"",All Cancer Types,d,1,"",2,""
1797,2013Q1,S08000020,S92000003,d,Breast,"",6,"",7,""
1798,2013Q1,S08000020,S92000003,d,Cervical,"",483,"",479,""
1799,2013Q1,S08000020,S92000003,d,Colorectal,"",508,"",497,""
1800,2013Q1,S08000020,S92000003,d,Head & Neck,"",158,"",140,""
1801,2013Q1,S08000020,S92000003,d,Lung,"",550,"",534,""
1802,2013Q1,S08000020,S92000003,d,Lymphoma,"",198,"",199,""
1803,2013Q1,S08000020,S92000003,d,Melanoma,"",177,"",179,""
1804,2013Q1,S08000020,S92000003,d,Ovarian,"",572,"",562,""
1805,2013Q1,S08000020,S92000003,d,Upper GI,"",405,"",408,""
1806,2013Q1,S08000020,S92000003,d,Urological,"",8,"",4,""
1807,2013Q1,S08000020,S92000003,d,All Cancer Types,d,413,"",406,""
1808,2013Q1,S08000022,S08000022,"",Breast,"",474,"",450,""
1809,2013Q1,S08000022,S08000022,"",Cervical,"",260,"",265,""
1810,2013Q1,S08000022,S08000022,"",Colorectal,"",461,"",441,""
1811,2013Q1,S08000022,S08000022,"",Head & Neck,"",24,"",25,""
1812,2013Q1,S08000022,S08000022,"",Lung,"",330,"",323,""
1813,2013Q1,S08000022,S08000022,"",Lymphoma,"",81,"",97,""
1814,2013Q1,S08000022,S08000022,"",Melanoma,"",2,"",3,""
1815,2013Q1,S08000022,S08000022,"",Ovarian,"",483,"",479,""
1816,2013Q1,S08000022,S08000022,"",Upper GI,"",272,"",277,""
1817,2013Q1,S08000022,S08000022,"",Urological,"",388,"",365,""
1818,2013Q1,S08000022,S08000022,"",All Cancer Types,d,231,"",222,""
1819,2013Q1,S08000022,S08000028,"",Breast,"",1,"",2,""
1820,2013Q1,S08000022,S08000028,"",All Cancer Types,d,1,"",2,""
1821,2013Q1,S08000022,S08000031,"",Colorectal,"",157,"",158,""
1822,2013Q1,S08000022,S08000031,"",Lung,"",483,"",479,""
1823,2013Q1,S08000022,S08000031,"",Melanoma,"",1,"",2,""
1824,2013Q1,S08000022,S08000031,"",Upper GI,"",1,"",2,""
1825,2013Q1,S08000022,S08000031,"",Urological,"",1,"",2,""
1826,2013Q1,S08000022,S08000031,"",All Cancer Types,d,13,"",14,""
1827,2013Q1,S08000022,S92000003,d,Breast,"",478,"",455,""
1828,2013Q1,S08000022,S92000003,d,Cervical,"",260,"",265,""
1829,2013Q1,S08000022,S92000003,d,Colorectal,"",471,"",455,""
1830,2013Q1,S08000022,S92000003,d,Head & Neck,"",24,"",25,""
1831,2013Q1,S08000022,S92000003,d,Lung,"",388,"",375,""
1832,2013Q1,S08000022,S92000003,d,Lymphoma,"",81,"",97,""
1833,2013Q1,S08000022,S92000003,d,Melanoma,"",13,"",14,""
1834,2013Q1,S08000022,S92000003,d,Ovarian,"",483,"",479,""
1835,2013Q1,S08000022,S92000003,d,Upper GI,"",283,"",288,""
1836,2013Q1,S08000022,S92000003,d,Urological,"",394,"",369,""
1837,2013Q1,S08000022,S92000003,d,All Cancer Types,d,246,"",237,""
1838,2013Q1,S08000022,SB0801,"",Lung,"",157,"",158,""
1839,2013Q1,S08000022,SB0801,"",All Cancer Types,d,157,"",158,""
1840,2013Q1,S08000024,S08000024,"",Breast,"",127,"",132,""
1841,2013Q1,S08000024,S08000024,"",Cervical,"",572,"",562,""
1842,2013Q1,S08000024,S08000024,"",Colorectal,"",52,"",49,""
1843,2013Q1,S08000024,S08000024,"",Head & Neck,"",405,"",408,""
1844,2013Q1,S08000024,S08000024,"",Lung,"",34,"",35,""
1845,2013Q1,S08000024,S08000024,"",Lymphoma,"",370,"",365,""
1846,2013Q1,S08000024,S08000024,"",Melanoma,"",310,"",314,""
1847,2013Q1,S08000024,S08000024,"",Ovarian,"",53,"",68,""
1848,2013Q1,S08000024,S08000024,"",Upper GI,"",533,"",525,""
1849,2013Q1,S08000024,S08000024,"",Urological,"",66,"",84,""
1850,2013Q1,S08000024,S08000024,"",All Cancer Types,d,542,"",530,""
1851,2013Q1,S08000024,S08000029,"",Breast,"",538,"",527,""
1852,2013Q1,S08000024,S08000029,"",All Cancer Types,d,538,"",527,""
1853,2013Q1,S08000024,S92000003,d,Breast,"",138,"",141,""
1854,2013Q1,S08000024,S92000003,d,Cervical,"",572,"",562,""
1855,2013Q1,S08000024,S92000003,d,Colorectal,"",52,"",49,""
1856,2013Q1,S08000024,S92000003,d,Head & Neck,"",405,"",408,""
1857,2013Q1,S08000024,S92000003,d,Lung,"",34,"",35,""
1858,2013Q1,S08000024,S92000003,d,Lymphoma,"",370,"",365,""
1859,2013Q1,S08000024,S92000003,d,Melanoma,"",310,"",314,""
1860,2013Q1,S08000024,S92000003,d,Ovarian,"",53,"",68,""
1861,2013Q1,S08000024,S92000003,d,Upper GI,"",533,"",525,""
1862,2013Q1,S08000024,S92000003,d,Urological,"",66,"",84,""
1863,2013Q1,S08000024,S92000003,d,All Cancer Types,d,544,"",535,""
1864,2013Q1,S08000025,S08000020,"",Breast,"",1,"",2,""
1865,2013Q1,S08000025,S08000020,"",Head & Neck,"",157,"",158,""
1866,2013Q1,S08000025,S08000020,"",Lung,"",1,"",2,""
1867,2013Q1,S08000025,S08000020,"",Urological,"",157,"",2,""
1868,2013Q1,S08000025,S08000020,"",All Cancer Types,d,483,"",424,""
1869,2013Q1,S08000025,S08000025,"",Breast,"",1,"",2,""
1870,2013Q1,S08000025,S08000025,"",Colorectal,"",1,"",2,""
1871,2013Q1,S08000025,S08000025,"",All Cancer Types,d,157,"",158,""
1872,2013Q1,S08000025,S92000003,d,Breast,"",157,"",158,""
1873,2013Q1,S08000025,S92000003,d,Colorectal,"",1,"",2,""
1874,2013Q1,S08000025,S92000003,d,Head & Neck,"",157,"",158,""
1875,2013Q1,S08000025,S92000003,d,Lung,"",1,"",2,""
1876,2013Q1,S08000025,S92000003,d,Urological,"",157,"",2,""
1877,2013Q1,S08000025,S92000003,d,All Cancer Types,d,538,"",504,""
1878,2013Q1,S08000026,S08000020,"",Head & Neck,"",1,"",1,""
1879,2013Q1,S08000026,S08000020,"",Lung,"",1,"",2,""
1880,2013Q1,S08000026,S08000020,"",Ovarian,"",1,"",2,""
1881,2013Q1,S08000026,S08000020,"",Upper GI,"",260,"",265,""
1882,2013Q1,S08000026,S08000020,"",Urological,"",1,"",2,""
1883,2013Q1,S08000026,S08000020,"",All Cancer Types,d,511,"",479,""
1884,2013Q1,S08000026,S08000022,"",Colorectal,"",1,"",2,""
1885,2013Q1,S08000026,S08000022,"",All Cancer Types,d,1,"",2,""
1886,2013Q1,S08000026,S08000026,"",Breast,"",260,"",265,""
1887,2013Q1,S08000026,S08000026,"",Lung,"",1,"",2,""
1888,2013Q1,S08000026,S08000026,"",Upper GI,"",260,"",265,""
1889,2013Q1,S08000026,S08000026,"",Urological,"",483,"",479,""
1890,2013Q1,S08000026,S08000026,"",All Cancer Types,d,35,"",38,""
1891,2013Q1,S08000026,S92000003,d,Breast,"",260,"",265,""
1892,2013Q1,S08000026,S92000003,d,Colorectal,"",1,"",2,""
1893,2013Q1,S08000026,S92000003,d,Head & Neck,"",1,"",1,""
1894,2013Q1,S08000026,S92000003,d,Lung,"",157,"",158,""
1895,2013Q1,S08000026,S92000003,d,Ovarian,"",1,"",2,""
1896,2013Q1,S08000026,S92000003,d,Upper GI,"",483,"",479,""
1897,2013Q1,S08000026,S92000003,d,Urological,"",511,"",504,""
1898,2013Q1,S08000026,S92000003,d,All Cancer Types,d,167,"",159,""
1899,2013Q1,S08000028,S08000022,"",Colorectal,"",1,"",2,""
1900,2013Q1,S08000028,S08000022,"",Head & Neck,"",1,"",2,""
1901,2013Q1,S08000028,S08000022,"",Lung,"",1,"",2,""
1902,2013Q1,S08000028,S08000022,"",Upper GI,"",157,"",158,""
1903,2013Q1,S08000028,S08000022,"",Urological,"",157,"",2,""
1904,2013Q1,S08000028,S08000022,"",All Cancer Types,d,511,"",479,""
1905,2013Q1,S08000028,S08000028,"",Breast,"",1,"",2,""
1906,2013Q1,S08000028,S08000028,"",Colorectal,"",157,"",158,""
1907,2013Q1,S08000028,S08000028,"",Lung,"",1,"",2,""
1908,2013Q1,S08000028,S08000028,"",Upper GI,"",352,"",353,""
1909,2013Q1,S08000028,S08000028,"",Urological,"",1,"",2,""
1910,2013Q1,S08000028,S08000028,"",All Cancer Types,d,572,"",562,""
1911,2013Q1,S08000028,S08000031,"",Colorectal,"",1,"",2,""
1912,2013Q1,S08000028,S08000031,"",Melanoma,"",1,"",2,""
1913,2013Q1,S08000028,S08000031,"",Ovarian,"",1,"",2,""
1914,2013Q1,S08000028,S08000031,"",All Cancer Types,d,260,"",265,""
1915,2013Q1,S08000028,S92000003,d,Breast,"",1,"",2,""
1916,2013Q1,S08000028,S92000003,d,Colorectal,"",352,"",353,""
1917,2013Q1,S08000028,S92000003,d,Head & Neck,"",1,"",2,""
1918,2013Q1,S08000028,S92000003,d,Lung,"",157,"",158,""
1919,2013Q1,S08000028,S92000003,d,Melanoma,"",1,"",2,""
1920,2013Q1,S08000028,S92000003,d,Ovarian,"",1,"",2,""
1921,2013Q1,S08000028,S92000003,d,Upper GI,"",483,"",479,""
1922,2013Q1,S08000028,S92000003,d,Urological,"",260,"",158,""
1923,2013Q1,S08000028,S92000003,d,All Cancer Types,d,148,"",140,""
1924,2013Q1,S08000029,S08000024,"",Breast,"",1,"",2,""
1925,2013Q1,S08000029,S08000024,"",Cervical,"",260,"",265,""
1926,2013Q1,S08000029,S08000024,"",Colorectal,"",483,"",479,""
1927,2013Q1,S08000029,S08000024,"",Head & Neck,"",81,"",97,""
1928,2013Q1,S08000029,S08000024,"",Lung,"",148,"",150,""
1929,2013Q1,S08000029,S08000024,"",Ovarian,"",352,"",353,""
1930,2013Q1,S08000029,S08000024,"",Upper GI,"",572,"",562,""
1931,2013Q1,S08000029,S08000024,"",Urological,"",572,"",562,""
1932,2013Q1,S08000029,S08000024,"",All Cancer Types,d,504,"",495,""
1933,2013Q1,S08000029,S08000029,"",Breast,"",381,"",375,""
1934,2013Q1,S08000029,S08000029,"",Cervical,"",157,"",158,""
1935,2013Q1,S08000029,S08000029,"",Colorectal,"",353,"",354,""
1936,2013Q1,S08000029,S08000029,"",Head & Neck,"",1,"",2,""
1937,2013Q1,S08000029,S08000029,"",Lung,"",346,"",346,""
1938,2013Q1,S08000029,S08000029,"",Lymphoma,"",158,"",159,""
1939,2013Q1,S08000029,S08000029,"",Melanoma,"",538,"",527,""
1940,2013Q1,S08000029,S08000029,"",Ovarian,"",572,"",504,""
1941,2013Q1,S08000029,S08000029,"",Upper GI,"",167,"",168,""
1942,2013Q1,S08000029,S08000029,"",Urological,"",508,"",490,""
1943,2013Q1,S08000029,S08000029,"",All Cancer Types,d,212,"",206,""
1944,2013Q1,S08000029,S08000030,"",Colorectal,"",1,"",2,""
1945,2013Q1,S08000029,S08000030,"",Lymphoma,"",157,"",158,""
1946,2013Q1,S08000029,S08000030,"",Melanoma,"",1,"",1,""
1947,2013Q1,S08000029,S08000030,"",Urological,"",157,"",158,""
1948,2013Q1,S08000029,S08000030,"",All Cancer Types,d,483,"",424,""
1949,2013Q1,S08000029,S92000003,d,Breast,"",388,"",382,""
1950,2013Q1,S08000029,S92000003,d,Cervical,"",423,"",424,""
1951,2013Q1,S08000029,S92000003,d,Colorectal,"",400,"",399,""
1952,2013Q1,S08000029,S92000003,d,Head & Neck,"",105,"",114,""
1953,2013Q1,S08000029,S92000003,d,Lung,"",474,"",474,""
1954,2013Q1,S08000029,S92000003,d,Lymphoma,"",177,"",179,""
1955,2013Q1,S08000029,S92000003,d,Melanoma,"",572,"",527,""
1956,2013Q1,S08000029,S92000003,d,Ovarian,"",35,"",14,""
1957,2013Q1,S08000029,S92000003,d,Upper GI,"",261,"",266,""
1958,2013Q1,S08000029,S92000003,d,Urological,"",536,"",516,""
1959,2013Q1,S08000029,S92000003,d,All Cancer Types,d,288,"",285,""
1960,2013Q1,S08000030,S08000020,"",Lung,"",1,"",2,""
1961,2013Q1,S08000030,S08000020,"",All Cancer Types,d,1,"",2,""
1962,2013Q1,S08000030,S08000024,"",Lung,"",483,"",479,""
1963,2013Q1,S08000030,S08000024,"",All Cancer Types,d,483,"",479,""
1964,2013Q1,S08000030,S08000030,"",Breast,"",8,"",6,""
1965,2013Q1,S08000030,S08000030,"",Cervical,"",352,"",353,""
1966,2013Q1,S08000030,S08000030,"",Colorectal,"",504,"",495,""
1967,2013Q1,S08000030,S08000030,"",Head & Neck,"",105,"",114,""
1968,2013Q1,S08000030,S08000030,"",Lung,"",493,"",476,""
1969,2013Q1,S08000030,S08000030,"",Lymphoma,"",137,"",140,""
1970,2013Q1,S08000030,S08000030,"",Melanoma,"",177,"",168,""
1971,2013Q1,S08000030,S08000030,"",Ovarian,"",81,"",68,""
1972,2013Q1,S08000030,S08000030,"",Upper GI,"",474,"",474,""
1973,2013Q1,S08000030,S08000030,"",Urological,"",575,"",537,""
1974,2013Q1,S08000030,S08000030,"",All Cancer Types,d,392,"",376,""
1975,2013Q1,S08000030,S92000003,d,Breast,"",8,"",6,""
1976,2013Q1,S08000030,S92000003,d,Cervical,"",352,"",353,""
1977,2013Q1,S08000030,S92000003,d,Colorectal,"",504,"",495,""
1978,2013Q1,S08000030,S92000003,d,Head & Neck,"",105,"",114,""
1979,2013Q1,S08000030,S92000003,d,Lung,"",509,"",495,""
1980,2013Q1,S08000030,S92000003,d,Lymphoma,"",137,"",140,""
1981,2013Q1,S08000030,S92000003,d,Melanoma,"",177,"",168,""
1982,2013Q1,S08000030,S92000003,d,Ovarian,"",81,"",68,""
1983,2013Q1,S08000030,S92000003,d,Upper GI,"",474,"",474,""
1984,2013Q1,S08000030,S92000003,d,Urological,"",575,"",537,""
1985,2013Q1,S08000030,S92000003,d,All Cancer Types,d,398,"",380,""
1986,2013Q1,S08000031,S08000024,"",Upper GI,"",1,"",2,""
1987,2013Q1,S08000031,S08000024,"",All Cancer Types,d,1,"",2,""
1988,2013Q1,S08000031,S08000031,"",Breast,"",276,"",272,""
1989,2013Q1,S08000031,S08000031,"",Cervical,"",352,"",353,""
1990,2013Q1,S08000031,S08000031,"",Colorectal,"",116,"",115,""
1991,2013Q1,S08000031,S08000031,"",Head & Neck,"",550,"",525,""
1992,2013Q1,S08000031,S08000031,"",Lung,"",173,"",174,""
1993,2013Q1,S08000031,S08000031,"",Lymphoma,"",484,"",480,""
1994,2013Q1,S08000031,S08000031,"",Melanoma,"",489,"",484,""
1995,2013Q1,S08000031,S08000031,"",Ovarian,"",13,"",14,""
1996,2013Q1,S08000031,S08000031,"",Upper GI,"",104,"",112,""
1997,2013Q1,S08000031,S08000031,"",Urological,"",240,"",228,""
1998,2013Q1,S08000031,S08000031,"",All Cancer Types,d,45,"",41,""
1999,2013Q1,S08000031,S08000032,"",Breast,"",483,"",479,""
2000,2013Q1,S08000031,S08000032,"",All Cancer Types,d,483,"",479,""
2001,2013Q1,S08000031,S92000003,d,Breast,"",282,"",279,""
2002,2013Q1,S08000031,S92000003,d,Cervical,"",352,"",353,""
2003,2013Q1,S08000031,S92000003,d,Colorectal,"",118,"",117,""
2004,2013Q1,S08000031,S92000003,d,Head & Neck,"",550,"",525,""
2005,2013Q1,S08000031,S92000003,d,Lung,"",222,"",226,""
2006,2013Q1,S08000031,S92000003,d,Lymphoma,"",484,"",480,""
2007,2013Q1,S08000031,S92000003,d,Melanoma,"",489,"",484,""
2008,2013Q1,S08000031,S92000003,d,Ovarian,"",13,"",14,""
2009,2013Q1,S08000031,S92000003,d,Upper GI,"",106,"",113,""
2010,2013Q1,S08000031,S92000003,d,Urological,"",240,"",228,""
2011,2013Q1,S08000031,S92000003,d,All Cancer Types,d,55,"",57,""
2012,2013Q1,S08000031,SB0801,"",Colorectal,"",1,"",2,""
2013,2013Q1,S08000031,SB0801,"",Lung,"",415,"",417,""
2014,2013Q1,S08000031,SB0801,"",All Cancer Types,d,424,"",425,""
2015,2013Q1,S08000032,S08000031,"",Breast,"",1,"",2,""
2016,2013Q1,S08000032,S08000031,"",Cervical,"",423,"",424,""
2017,2013Q1,S08000032,S08000031,"",Colorectal,"",2,"",562,""
2018,2013Q1,S08000032,S08000031,"",Head & Neck,"",572,"",562,""
2019,2013Q1,S08000032,S08000031,"",Lung,"",158,"",150,""
2020,2013Q1,S08000032,S08000031,"",Melanoma,"",423,"",424,""
2021,2013Q1,S08000032,S08000031,"",Ovarian,"",2,"",3,""
2022,2013Q1,S08000032,S08000031,"",Upper GI,"",35,"",38,""
2023,2013Q1,S08000032,S08000031,"",Urological,"",260,"",265,""
2024,2013Q1,S08000032,S08000031,"",All Cancer Types,d,528,"",515,""
2025,2013Q1,S08000032,S08000032,"",Breast,"",415,"",417,""
2026,2013Q1,S08000032,S08000032,"",Cervical,"",157,"",158,""
2027,2013Q1,S08000032,S08000032,"",Colorectal,"",504,"",495,""
2028,2013Q1,S08000032,S08000032,"",Head & Neck,"",218,"",221,""
2029,2013Q1,S08000032,S08000032,"",Lung,"",440,"",441,""
2030,2013Q1,S08000032,S08000032,"",Lymphoma,"",218,"",221,""
2031,2013Q1,S08000032,S08000032,"",Melanoma,"",209,"",190,""
2032,2013Q1,S08000032,S08000032,"",Ovarian,"",260,"",265,""
2033,2013Q1,S08000032,S08000032,"",Upper GI,"",346,"",346,""
2034,2013Q1,S08000032,S08000032,"",Urological,"",583,"",557,""
2035,2013Q1,S08000032,S08000032,"",All Cancer Types,d,341,"",333,""
2036,2013Q1,S08000032,S92000003,d,Breast,"",424,"",425,""
2037,2013Q1,S08000032,S92000003,d,Cervical,"",511,"",504,""
2038,2013Q1,S08000032,S92000003,d,Colorectal,"",528,"",516,""
2039,2013Q1,S08000032,S92000003,d,Head & Neck,"",310,"",314,""
2040,2013Q1,S08000032,S92000003,d,Lung,"",568,"",557,""
2041,2013Q1,S08000032,S92000003,d,Lymphoma,"",218,"",221,""
2042,2013Q1,S08000032,S92000003,d,Melanoma,"",261,"",243,""
2043,2013Q1,S08000032,S92000003,d,Ovarian,"",35,"",38,""
2044,2013Q1,S08000032,S92000003,d,Upper GI,"",440,"",441,""
2045,2013Q1,S08000032,S92000003,d,Urological,"",592,"",565,""
2046,2013Q1,S08000032,S92000003,d,All Cancer Types,d,403,"",394,""
2047,2013Q1,S08000032,SB0801,"",Lung,"",121,"",129,""
2048,2013Q1,S08000032,SB0801,"",All Cancer Types,d,121,"",129,""
2049,2013Q2,S08000015,S08000015,"",Breast,"",577,"",571,""
2050,2013Q2,S08000015,S08000015,"",Cervical,"",157,"",158,""
2051,2013Q2,S08000015,S08000015,"",Colorectal,"",489,"",474,""
2052,2013Q2,S08000015,S08000015,"",Head & Neck,"",177,"",150,""
2053,2013Q2,S08000015,S08000015,"",Lung,"",500,"",490,""
2054,2013Q2,S08000015,S08000015,"",Lymphoma,"",483,"",479,""
2055,2013Q2,S08000015,S08000015,"",Melanoma,"",35,"",38,""
2056,2013Q2,S08000015,S08000015,"",Ovarian,"",260,"",265,""
2057,2013Q2,S08000015,S08000015,"",Upper GI,"",381,"",369,""
2058,2013Q2,S08000015,S08000015,"",Urological,"",533,"",525,""
2059,2013Q2,S08000015,S08000015,"",All Cancer Types,d,344,"",337,""
2060,2013Q2,S08000015,S08000024,"",Upper GI,"",1,"",2,""
2061,2013Q2,S08000015,S08000024,"",All Cancer Types,d,1,"",2,""
2062,2013Q2,S08000015,S08000028,"",Lung,"",1,"",2,""
2063,2013Q2,S08000015,S08000028,"",All Cancer Types,d,1,"",2,""
2064,2013Q2,S08000015,S08000031,"",Breast,"",423,"",424,""
2065,2013Q2,S08000015,S08000031,"",Cervical,"",1,"",2,""
2066,2013Q2,S08000015,S08000031,"",Colorectal,"",511,"",504,""
2067,2013Q2,S08000015,S08000031,"",Head & Neck,"",157,"",158,""
2068,2013Q2,S08000015,S08000031,"",Lung,"",24,"",25,""
2069,2013Q2,S08000015,S08000031,"",Melanoma,"",260,"",265,""
2070,2013Q2,S08000015,S08000031,"",Ovarian,"",157,"",158,""
2071,2013Q2,S08000015,S08000031,"",Upper GI,"",13,"",3,""
2072,2013Q2,S08000015,S08000031,"",Urological,"",423,"",424,""
2073,2013Q2,S08000015,S08000031,"",All Cancer Types,d,405,"",399,""
2074,2013Q2,S08000015,S92000003,d,Breast,"",592,"",580,""
2075,2013Q2,S08000015,S92000003,d,Cervical,"",260,"",265,""
2076,2013Q2,S08000015,S92000003,d,Colorectal,"",508,"",492,""
2077,2013Q2,S08000015,S92000003,d,Head & Neck,"",198,"",168,""
2078,2013Q2,S08000015,S92000003,d,Lung,"",541,"",534,""
2079,2013Q2,S08000015,S92000003,d,Lymphoma,"",483,"",479,""
2080,2013Q2,S08000015,S92000003,d,Melanoma,"",105,"",114,""
2081,2013Q2,S08000015,S92000003,d,Ovarian,"",423,"",424,""
2082,2013Q2,S08000015,S92000003,d,Upper GI,"",467,"",455,""
2083,2013Q2,S08000015,S92000003,d,Urological,"",550,"",537,""
2084,2013Q2,S08000015,S92000003,d,All Cancer Types,d,382,"",371,""
2085,2013Q2,S08000015,SB0801,"",Lung,"",352,"",353,""
2086,2013Q2,S08000015,SB0801,"",All Cancer Types,d,352,"",353,""
2087,2013Q2,S08000016,S08000016,"",Breast,"",24,"",25,""
2088,2013Q2,S08000016,S08000016,"",Colorectal,"",105,"",114,""
2089,2013Q2,S08000016,S08000016,"",Head & Neck,"",1,"",2,""
2090,2013Q2,S08000016,S08000016,"",Lung,"",13,"",14,""
2091,2013Q2,S08000016,S08000016,"",Lymphoma,"",260,"",265,""
2092,2013Q2,S08000016,S08000016,"",Melanoma,"",157,"",158,""
2093,2013Q2,S08000016,S08000016,"",Ovarian,"",260,"",158,""
2094,2013Q2,S08000016,S08000016,"",Upper GI,"",53,"",68,""
2095,2013Q2,S08000016,S08000016,"",Urological,"",228,"",232,""
2096,2013Q2,S08000016,S08000016,"",All Cancer Types,d,568,"",557,""
2097,2013Q2,S08000016,S08000024,"",Breast,"",1,"",2,""
2098,2013Q2,S08000016,S08000024,"",Cervical,"",1,"",2,""
2099,2013Q2,S08000016,S08000024,"",Colorectal,"",1,"",2,""
2100,2013Q2,S08000016,S08000024,"",Head & Neck,"",157,"",158,""
2101,2013Q2,S08000016,S08000024,"",Lung,"",483,"",479,""
2102,2013Q2,S08000016,S08000024,"",Melanoma,"",157,"",158,""
2103,2013Q2,S08000016,S08000024,"",Ovarian,"",1,"",2,""
2104,2013Q2,S08000016,S08000024,"",Upper GI,"",423,"",424,""
2105,2013Q2,S08000016,S08000024,"",Urological,"",483,"",479,""
2106,2013Q2,S08000016,S08000024,"",All Cancer Types,d,209,"",210,""
2107,2013Q2,S08000016,S92000003,d,Breast,"",35,"",38,""
2108,2013Q2,S08000016,S92000003,d,Cervical,"",1,"",2,""
2109,2013Q2,S08000016,S92000003,d,Colorectal,"",121,"",129,""
2110,2013Q2,S08000016,S92000003,d,Head & Neck,"",260,"",265,""
2111,2013Q2,S08000016,S92000003,d,Lung,"",121,"",129,""
2112,2013Q2,S08000016,S92000003,d,Lymphoma,"",260,"",265,""
2113,2013Q2,S08000016,S92000003,d,Melanoma,"",352,"",353,""
2114,2013Q2,S08000016,S92000003,d,Ovarian,"",352,"",265,""
2115,2013Q2,S08000016,S92000003,d,Upper GI,"",148,"",150,""
2116,2013Q2,S08000016,S92000003,d,Urological,"",292,"",298,""
2117,2013Q2,S08000016,S92000003,d,All Cancer Types,d,18,"",18,""
2118,2013Q2,S08000017,S08000017,"",Breast,"",272,"",277,""
